9e27498bbf68b1ae01b04d2c1749b5814122192d	2026-09-14T22:35:27+08:00	[GDGT-3192] audit every action execution in query_execution (#82257)
23f164921b59b60707273e33cf32ee3725046472	2026-09-14T16:05:22+01:00	GDGT-2559 fix flaky E2E tests (#82336)
9f1d48c268c85c65be40d0ef793e86db965112a9	2026-09-14T16:10:51+01:00	Allow passing `dataPicker` to `EditableDashboard` (#82259)
98aa767a98cfae380451a07ed91727e34d4a1ca7	2026-09-14T18:22:52+03:00	Fix flaky persist-refresh admin email test by giving it its own logged-in admin (#82413)
0b8cca645407e87a20348466a5635775c75f4174	2026-09-14T17:45:29+02:00	Collapse redundant jobs into steps (#82345)
c829aa7c295c87cd05aaab4ae391ef8020832834	2026-09-14T18:17:34+02:00	Remove test-only hierarchy from production code (#82394)
14faa1e777266f428209d809105861c9149b1b65	2026-09-14T10:07:32-07:00	Bump tiptap to 3.31.3 (#82293)
82cc16d2b54a71ef6707b2d685e604bd9e70ba62	2026-09-14T17:36:47Z	Apply FieldUserSettings on read instead of writing them into metabase_field (#82246)
cbca21ebb42119a7c97a32a00a0eef2ddde58f09	2026-09-14T17:42:17Z	Tighten ratchets (#82438)
a6ce02d1c60876d343aae03c8375039d36f00e36	2026-09-14T13:51:51-04:00	nudge for mbql, fix pagination (#82391)
9344c2bd56cf6bd61691aa6f5f6a07d06e0b09a8	2026-09-14T14:36:49-04:00	Move PR env creation out of run-tests and remove unnecessary workflows (#81814)
c74356b123ab05972102d13f6e4ebae37a4fba2e	2026-09-14T19:31:49Z	GHY-4070: Update source cards before dependents when a database changes (#82378)
30346d6a64a4f4a0f71058df3cbf5335c971d7a7	2026-09-14T15:46:55-04:00	Break requiring resolve cycles (#82011)
02f5855a35d7a044ffdbbac302bb9922379f39b3	2026-09-14T15:52:09-04:00	Don't hand raw driver errors to the model when a Slack upload fails (#81202)
be3443b07dddfc8f487cfac901aa807e209be593	2026-09-15T08:09:17+12:00	Stop querying from importing metabot (#82401)
a632ed1799204a754b295093f1acaf7bcde62bc7	2026-09-14T20:18:12Z	Interactive module graph viewers (#82375)
0fd365103351d33b86b49683582fd138523c02fe	2026-09-15T08:22:28+12:00	Move the token refresh hooks into settings (#82402)
a0845f5373a6fc0b65907f428ae85a57ac6f520d	2026-09-15T06:43:01+10:00	Serve the locale catalogues as rspack chunks, remove locale api (#81933)
53f48ed3bec591865b80fb7791f2657d3066e2bb	2026-09-15T11:04:56+12:00	Use affected-test plans to narrow frontend unit tests (#82049)
781e650301adb6a6ad63ec26096f6aa75c8fd701	2026-09-15T11:37:42+12:00	Move security-center endpoints into enterprise security_center (#79351)
72ea70706483767d47915dbc0f72683f6cba616c	2026-09-14T22:44:43-03:00	Add dataPointsVisible extension to eCharts (#81721)
7e36117dbcd881eaf4c14876ceb03460b531ff67	2026-09-15T11:59:21+10:00	Read the data selector's entities from the store (#82405)
7ea204ed6ead0095351eb0cd5ce1bba035dc13fe	2026-09-15T14:50:04+12:00	Enforce the shared tiers for api (#82460)
7e9e46602f8f21cf0584020c5cb0fac75b0d550f	2026-09-15T14:50:15+12:00	Give types, settings-components and embedding-ee shared-tier levels (#82462)
98486ccd56053bcf3aaa02378f0e8f44f2dd6967	2026-09-15T03:33:50Z	Restore the changes #82405 reverted (#82463)
6964b63d2bafe45eab1df04201e4c70f5cca2344	2026-09-15T14:44:59+10:00	Record when the page draws on the second and later visits (#82467)
7ff180c80a64a3aedf8ecf7d479f421ce1b7d136	2026-09-15T05:46:55Z	Read the table and database from their own requests, not the entities mirror (#82472)
5f8f065921a1c6fdee52511848437d3ce5633ca1	2026-09-15T15:49:11+10:00	Read the embedding data picker's entities from the store (#82407)
4084c9254b800de8bd9d6b62d59ac1f46cddfadd	2026-09-15T08:30:18+01:00	GDGT-3219: fix broken navigation from unsaved sql (#82433)
8d67bf7e3d94b49f67f0281246bb4a549d3c53dd	2026-09-15T19:54:00+10:00	Keep the segment retire action closed until its table loads (#82471)
d46d7a47e4392b810b7d03fe90014778a6784663	2026-09-15T19:54:14+10:00	Read the reference lists from their own responses (#82473)
9a5524063b2c13ef653010cb90f02503a5789e2a	2026-09-15T17:01:39+07:00	Infer semantic schema export scope from the data app prompt (#82221)
afd98b94a5fd4b54ee2335d597f1bf3c71c80369	2026-09-15T23:22:26+12:00	Repoint embedding-sdk's ClickObject import to metabase-lib (#82455)
18a6ad127c1e5cc7d2cbf2d7fa97fea18f120c22	2026-09-15T14:30:40+02:00	Widen snowplow-micro poll budget to de-flake event assertions (#77383)
5c18aea2c75e75ed705775584184af4bf8bc1b96	2026-09-15T09:14:04-04:00	Auto-update documentation for master (#82444)
aecbc3c3cbd2aade3557a42303811bf3a3eb8492	2026-09-15T15:30:02+02:00	Warm the Kondo cache so cache-reading hooks run in CI (#82388)
968b105665af89c3196ef2446345b3c08032fec6	2026-09-15T15:30:26+02:00	Never send the model an empty user message from a Slack thread (#82443)
34c44f0f7fc7759f866d0d571e20a5d8d5fe79c7	2026-09-15T16:44:05+03:00	GDGT-3138: Make inline update rollback deterministic (#82418)
75398ad620cae760536762d4ef127d7ec31aa7db	2026-09-15T15:48:28+01:00	GDGT-3131: refactor ai usage stats page to use nested routes (#82420)
7b271d25b612bbfeecb808512ecf235ba4ecd625	2026-09-15T18:17:46+03:00	GDGT-3108: Stabilize document revision history test (#82484)
6f423c147d9c8da5cc12d3c360cf70e06df7eb3b	2026-09-15T18:17:56+03:00	GDGT-3199: Stabilize document comment tests (#82480)
9ce408d1144899032d1f4c90c51aa46cd57048ab	2026-09-15T13:16:19-03:00	Uxw 4979 manage unsynced content modal (#81226)
e79f40e3d3658abc584d7673488ac43089d3dc5e	2026-09-15T16:45:35Z	Require typed, closed argument schemas in mu/defn (#82447)
94aea9ae2499778017a4ea3ce1f43235a0847481	2026-09-15T12:46:43-04:00	docs: 2FA v2 (#81962)
ad51ac8b784e9905a46a78ef19273a81a658377d	2026-09-15T14:26:17-04:00	only run some semantic search tests on PRs (#82440)
6fdc4439da4faeea9aa217847ba30a22c6c7fccd	2026-09-15T14:27:09-04:00	record E2E statistics (#82496)
1b57292d096cbb89c78f2e7b322fbb45e0ac5c4f	2026-09-15T13:56:42-06:00	Send the SAML SessionIndex in single logout requests (#82441)
f787cc5b89a667c6269cab950b54a58dec13bbae	2026-09-15T20:02:24Z	Tighten ratchets (#82523)
ba327647bc924c23beaed72360b51a69b3714c84	2026-09-15T23:34:51+03:00	Update oldest MySQL version to 8.4. (#82507)
f6caace66a80b638e311c008479da8d2c03ae8f0	2026-09-15T14:51:30-06:00	Refuse to save a query handle that carries bound parameter values (#82434)
00232ddc3a81236d210f5728963bcd738e42db79	2026-09-15T22:00:53Z	drop disable mcp tools setting (#82533)
